SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
WEST UTTAR PRADESH,2012,14.5,0.1,1.4,4.7,0.3,4,145.1,149.1,67.8,0.5,0.1,2,389.6,14.5,6.4,366,2.7
WEST UTTAR PRADESH,2013,20.4,69.5,3.5,1.6,2.1,190.6,233.9,287.1,52.2,61.2,1.7,8.9,932.8,89.9,7.2,763.8,71.8
WEST UTTAR PRADESH,2014,48.3,29.4,22.6,5.3,11,22,151.6,81,84.7,14.6,0,16.3,486.9,77.7,39,339.4,30.8
WEST UTTAR PRADESH,2015,31.6,7.2,66.8,21,8.1,72,194.2,143.5,26.5,6.9,2,3,582.7,38.8,95.9,436.1,11.9
UTTARAKHAND,1951,54,41.8,46.8,30.7,61.7,74,200.9,403,204.2,13.5,43.8,0.1,1174.3,95.7,139.1,882,57.4
UTTARAKHAND,1952,39.4,61.1,125.5,19.9,34.8,241,346.1,506.4,82.4,11.2,3.6,6.4,1477.8,100.5,180.2,1175.9,21.2
UTTARAKHAND,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0,35,1565.8,132.9,124.2,1263.9,44.8
UTTARAKHAND,1954,117.9,155.7,22.3,5.2,27.6,111.6,472.6,567.3,217.2,148.6,3.4,13.4,1862.9,273.6,55,1368.7,165.5
UTTARAKHAND,1955,84.7,14.2,51.9,41.1,19.8,151.4,356.1,429,236.3,271.2,0,11.3,1666.9,98.9,112.8,1172.8,282.4
UTTARAKHAND,1956,40.5,24.9,105.3,15.1,132.4,213.9,466.4,359.3,182.7,370.4,5.9,26.1,1943,65.4,252.8,1222.3,402.4
UTTARAKHAND,1957,166.4,6.6,77.5,73.3,75.9,113.4,532.1,286.5,308.3,57.7,20.1,62.9,1780.7,173,226.7,1240.3,140.6
UTTARAKHAND,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1,1499,75.6,88.3,1201.5,133.6
UTTARAKHAND,1959,68,93.3,58.1,20.3,49,118.8,483.5,442.3,294.6,87.9,26.2,0.9,1743,161.2,127.4,1339.3,115
UTTARAKHAND,1960,80,1.4,97.1,33.5,24,132.4,466.7,420.7,189.2,76.6,2.2,16.3,1540.1,81.5,154.6,1209,95.1
UTTARAKHAND,1961,126.3,133.7,24.1,20.5,41,181.2,490.1,511.6,226.4,122.7,13.1,57.5,1948.3,260,85.6,1409.4,193.3
UTTARAKHAND,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29,33.9,1647.4,165.8,117.4,1292.8,71.5
UTTARAKHAND,1963,17.4,35.5,130.9,51.4,49.3,193.1,360.9,523.4,345.1,10.8,43.9,40.2,1802,52.8,231.6,1422.5,95
UTTARAKHAND,1964,89.7,72.5,75,48.4,95.2,162.7,463.8,402,327.6,1.3,0,31.3,1769.6,162.2,218.6,1356.2,32.6
UTTARAKHAND,1965,44.4,159.5,119.3,62.1,44.1,50.3,388,302.8,87.5,33,11.8,2.9,1305.7,204,225.4,828.6,47.7
UTTARAKHAND,1966,3.2,86.6,48.9,17.8,76.7,270,363,410.3,125.7,35.1,15.3,13.3,1465.8,89.8,143.5,1168.9,63.6
UTTARAKHAND,1967,11,35,112.5,26,23.2,122.6,436.3,518.7,146.5,22,22.4,79.9,1556.2,46.1,161.7,1224,124.3
UTTARAKHAND,1968,173.1,122.8,62.9,49,15,218.6,393.6,280.6,109.6,13,1.4,38.9,1478.6,296,126.9,1002.4,53.3
UTTARAKHAND,1969,79.8,43.1,49,60.7,77,89.6,381,483.5,345.6,25.3,0.2,1,1635.7,122.9,186.7,1299.6,26.5
UTTARAKHAND,1970,85.9,44,32.7,5.7,68.9,192.9,319.2,355.3,157.8,30,0.8,0.2,1293.5,129.9,107.3,1025.3,31.1
UTTARAKHAND,1971,52.4,101.4,45.3,69,270.2,297.8,332.8,377,155.9,79.5,22,0.3,1803.8,153.9,384.5,1163.6,101.9
UTTARAKHAND,1972,30.3,91.7,44.7,50.5,7.4,62.8,315.4,218.8,212.6,18.8,7.9,17,1077.8,122,102.6,809.6,43.6
UTTARAKHAND,1973,73,65.7,47.8,1.8,44.8,254.3,265.9,297.9,130.8,46.8,1.6,9.2,1239.7,138.7,94.5,948.9,57.6
UTTARAKHAND,1974,56.8,28,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6,1161.8,84.8,52.5,929.4,95.1
UTTARAKHAND,1975,75.4,70.5,69.6,1.1,36.4,219.9,403.1,359.6,322.8,21.8,0,0,1580.3,145.8,107.1,1305.5,21.9
UTTARAKHAND,1976,12.7,58.4,31.2,22.1,40.5,87.6,269.2,328.5,129.3,5.6,0.1,1.1,986.3,71.1,93.8,814.6,6.8
UTTARAKHAND,1977,47,7.8,4.5,65.2,101.1,122,487,292.3,208.3,30.1,2.9,48.1,1416.3,54.7,170.8,1109.6,81.1
UTTARAKHAND,1978,34.6,83.1,187.3,51.2,51.8,291,414.3,528.4,324.8,16.9,43.7,4.3,2031.4,117.7,290.2,1558.5,65
UTTARAKHAND,1979,50.6,68.4,65.9,23.6,64,110.2,323.5,276.1,37.7,11.7,8.2,32.4,1072.3,119,153.5,747.5,52.3
UTTARAKHAND,1980,21.7,55.7,60.3,15.6,21.3,175,466,322.7,133.5,37.3,2.4,21.9,1333.5,77.4,97.3,1097.2,61.6
UTTARAKHAND,1981,67.6,27.8,81.3,23.7,77.4,162.1,488.1,263.5,103.1,4.6,42.1,15,1356.1,95.4,182.3,1016.7,61.7
UTTARAKHAND,1982,61.9,58.6,143.2,78.2,77.1,90.6,264,435.1,110.7,17.8,1.4,33.5,1372.1,120.5,298.5,900.4,52.7
UTTARAKHAND,1983,80.9,45.5,92.1,132.9,101,114.1,261.3,312.9,320,53.8,1.6,9.1,1525.3,126.4,326.1,1008.3,64.5
UTTARAKHAND,1984,19.6,128.9,14.6,42,27.5,300.1,359.3,237.7,173.5,3.2,2.6,30.1,1339.1,148.5,84,1070.6,35.9
UTTARAKHAND,1985,54.3,9.6,14,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3,74.1,1653.7,63.9,118.4,1173.8,297.6
UTTARAKHAND,1986,3.8,68.4,85.4,70.7,149.7,141.6,418.3,281.7,155.5,61.6,13.8,63.9,1514.5,72.2,305.9,997.1,139.3
UTTARAKHAND,1987,29.8,61.7,30.3,48.8,148,55.9,190.3,261,123.9,20.2,0.2,17.1,987.3,91.5,227.1,631.1,37.5
UTTARAKHAND,1988,18.1,81.6,136.5,26.3,45.3,129.7,490.9,390.8,202,16.6,0.9,63.7,1602.4,99.7,208.1,1213.4,81.2
UTTARAKHAND,1989,91,14.7,30.3,9.9,28.5,117.9,333.4,386.6,183.5,12.3,17.3,38.2,1263.8,105.7,68.7,1021.4,67.9
UTTARAKHAND,1990,0.8,97.1,91.3,20.4,81.6,120.3,473,413.6,179.1,14.6,6.1,67.1,1564.9,97.9,193.3,1185.8,87.8
UTTARAKHAND,1991,13.2,58,52,51.6,21.2,81.8,219.8,346.7,126.4,0.5,10.1,39.4,1020.7,71.2,124.8,774.6,50.1
UTTARAKHAND,1992,71.3,32.5,46.1,2.9,31.5,117.5,254.4,385.1,152.4,9,5.4,0,1108.1,103.8,80.5,909.4,14.5
UTTARAKHAND,1993,77.1,70.3,162.8,19.8,71.7,144.7,309.4,282.3,447,1.5,7.4,0,1594.1,147.3,254.4,1183.5,8.8
UTTARAKHAND,1994,56.7,84.2,11,69.8,75.6,112.1,476.9,428.2,98,5.3,1.7,22.3,1441.7,140.9,156.4,1115.1,29.3
UTTARAKHAND,1995,98.9,123.6,79.9,41.4,34.6,138.5,358.3,430.7,282.8,5.1,2.1,20.2,1616.1,222.6,155.8,1210.2,27.5
UTTARAKHAND,1996,49.7,89.6,67.1,28.4,18.3,181.6,308.1,441.1,185.6,31.4,0.5,0,1401.4,139.4,113.8,1116.4,31.9
UTTARAKHAND,1997,42.1,14.9,31.2,90.5,56.1,129.8,290,73.3,36.4,9.9,10.8,18.5,803.4,57,177.9,529.5,39.1
UTTARAKHAND,1998,9.6,68.4,106.2,73,78.5,163.3,242.9,260,120,75.5,1.2,0,1198.6,78,257.7,786.2,76.7
UTTARAKHAND,1999,33,11.4,1.4,1.2,50.5,158.9,389,285.5,217.9,32,0.1,4.7,1185.5,44.4,53.1,1051.2,36.8
UTTARAKHAND,2000,29.9,69.4,37.9,18.1,83.3,313.9,420.1,536.1,195.3,1.1,7,0.7,1712.9,99.3,139.4,1465.4,8.8
UTTARAKHAND,2001,22.7,27.9,83.4,48.2,109.1,297.3,493,371.7,68.3,6.3,1.4,15.1,1544.4,50.6,240.7,1230.3,22.9
UTTARAKHAND,2002,53.8,123.2,100,76.3,82.3,139.6,205.7,465.4,301.3,19.9,3,4.2,1574.7,177,258.5,1112.1,27.1
UTTARAKHAND,2003,40.7,126,99.7,54.1,67.1,145.2,515.3,416.2,239.9,1.8,4.8,23.6,1734.3,166.7,220.9,1316.6,30.2
UTTARAKHAND,2004,58.5,11.7,0,51.5,66,130.7,400.9,326.3,96.8,70.7,0.8,5.7,1219.6,70.2,117.6,954.7,77.1
UTTARAKHAND,2005,64.1,83.2,54.2,12.8,52.1,74,400.1,249.2,337.9,14.1,2.2,4.3,1348.2,147.3,119.1,1061.3,20.5
UTTARAKHAND,2006,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27,1178.9,58.3,244.4,823.7,52.6
UTTARAKHAND,2007,1.7,138.9,123.1,41.1,78.8,139.9,522.9,502.8,325.6,25.1,7.8,16.7,1924.3,140.6,243,1491.2,49.6
UTTARAKHAND,2008,55.6,11.7,18.1,93,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6,1363.7,67.3,178.4,1082.3,35.7
UTTARAKHAND,2009,1.8,27.6,18.8,18.4,77.6,41.9,157.5,202.6,206.6,81.3,12.6,0.9,847.8,29.4,114.8,608.7,94.9
UTTARAKHAND,2010,11.4,62.1,3.8,13.8,47,72.7,455.8,335.7,389.7,8,4.5,19.5,1424,73.6,64.5,1253.9,32
UTTARAKHAND,2011,30.9,65.2,18,30.9,84.2,223.1,433.3,523.7,148.4,3.4,1.2,2.3,1564.7,96.1,133.1,1328.5,6.9
UTTARAKHAND,2012,38.8,11.9,28.1,39.2,9.1,46,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6
UTTARAKHAND,2013,73,188.3,22,24.7,18.2,488.9,413.4,359.4,111.3,29.1,3.2,3.8,1735.4,261.3,65,1373,36.2
UTTARAKHAND,2014,45.9,99.9,68.4,37.6,52.9,62.9,462.7,264.2,107.9,40.8,0,44.3,1287.4,145.8,158.8,897.7,85.1
UTTARAKHAND,2015,54.5,62.6,127.3,57.3,38,186.6,337,305.3,52.6,16.8,2.4,7.2,1247.6,117,222.6,881.5,26.4
HARYANA DELHI & CHANDIGARH,1951,8.2,0.4,33.6,11.6,9.1,21.3,56,135.4,35,0.2,27.4,0,338.2,8.7,54.2,247.7,27.7
HARYANA DELHI & CHANDIGARH,1952,8.2,17.8,12,2.6,10.8,67.1,122.5,311,1.3,0,0,3.2,556.3,26,25.3,501.9,3.2
HARYANA DELHI & CHANDIGARH,1953,39.5,1.6,0,4.1,5.9,58.9,241,154.9,48.4,0.9,0,6.6,561.9,41.1,10,503.3,7.5
HARYANA DELHI & CHANDIGARH,1954,26.1,91,10.1,0.4,3.9,26.7,152.3,45.6,136.6,43.9,0.3,0,537,117.1,14.5,361.2,44.2
HARYANA DELHI & CHANDIGARH,1955,32.8,1.9,7.7,7.3,12.7,66.1,100.3,173.1,159.3,129.4,2.8,0.6,694.1,34.7,27.7,498.8,132.8
HARYANA DELHI & CHANDIGARH,1956,16.6,3.1,25.6,0.8,2.4,50.8,239.1,159.5,19.5,131.3,4.4,0.6,653.8,19.7,28.9,468.9,136.3
HARYANA DELHI & CHANDIGARH,1957,53.2,0.2,28.9,2.8,6.9,24.4,190.6,101.6,149.6,26.6,7.7,24.7,617.2,53.4,38.7,466.2,58.9
HARYANA DELHI & CHANDIGARH,1958,4.1,0.7,5.4,1.9,4.4,17,150,182.7,273.4,21.8,1,10.6,673,4.8,11.7,623.1,33.4
HARYANA DELHI & CHANDIGARH,1959,28.4,8,3.8,0.4,13.2,25.3,103.8,163.8,102.8,16.1,19.3,0.1,484.9,36.4,17.4,395.7,35.4
HARYANA DELHI & CHANDIGARH,1960,11.3,0,24.4,4.2,1.3,33.1,249.9,339,15.6,35.2,0,8.9,722.9,11.3,30,637.5,44.1
HARYANA DELHI & CHANDIGARH,1961,40.2,29.9,0.4,4.6,11,46.2,150.1,251.4,52.4,25.8,6.6,9.2,627.9,70.2,16,500.1,41.6
HARYANA DELHI & CHANDIGARH,1962,21.1,10.4,7.7,1.3,1.5,14,144.7,111.5,189.4,0,2.9,6.5,511,31.5,10.5,459.6,9.4
HARYANA DELHI & CHANDIGARH,1963,3.1,4.1,4.4,2,3.9,40.7,55.3,307.6,85.3,0,9,6.3,521.8,7.2,10.4,488.9,15.4
HARYANA DELHI & CHANDIGARH,1964,4.7,1.5,0.9,0.4,14.6,8.8,370.7,191.5,111.2,0.6,0.1,6,710.9,6.2,15.9,682.1,6.7
HARYANA DELHI & CHANDIGARH,1965,6.2,11.5,7.3,8.6,20.4,2.1,120.3,133.3,60.9,11,0.1,0.2,381.9,17.7,36.3,316.7,11.3
HARYANA DELHI & CHANDIGARH,1966,3.3,34,6.7,1.7,45.3,128.9,98.2,312.8,69.1,6.7,1,0.2,707.7,37.3,53.7,609,7.8
HARYANA DELHI & CHANDIGARH,1967,0,2.4,43.4,0.9,13,33.1,224.3,336,96.3,7.8,13.8,68.9,839.9,2.4,57.3,689.7,90.5
HARYANA DELHI & CHANDIGARH,1968,14.1,15.9,17.3,0,2.3,28.3,211.2,90.1,0.1,7,0,2,388.3,30,19.6,329.6,9.1
HARYANA DELHI & CHANDIGARH,1969,1.5,6.8,9.7,3.6,21,11.3,130.9,132.7,158.8,0.3,0.6,0,477.2,8.3,34.3,433.7,1
HARYANA DELHI & CHANDIGARH,1970,35.4,35.4,9.4,0,11.5,67.2,65.7,207.9,104.9,0.8,0,0,538.2,70.8,20.9,445.7,0.8
HARYANA DELHI & CHANDIGARH,1971,17,18.9,1.1,7.5,58.7,61.3,148.4,259.2,51.6,11.3,1.8,0,636.8,35.9,67.4,520.5,13.1
HARYANA DELHI & CHANDIGARH,1972,6.8,12.1,5.6,11.6,0.1,24.9,137.1,186,12.6,7.7,33.1,3.2,440.8,18.9,17.4,360.6,44
HARYANA DELHI & CHANDIGARH,1973,15.8,5.2,3.2,0.5,32.9,75.1,118.3,189.8,57.6,19.7,0,9,527.2,21,36.7,440.8,28.6
HARYANA DELHI & CHANDIGARH,1974,0.5,1.3,1.6,0.9,4.6,37.9,201.5,94.5,12.2,16.4,0,13.5,384.9,1.8,7,346.1,29.9
HARYANA DELHI & CHANDIGARH,1975,20.3,2.9,9.3,0.3,5.6,57.9,182.6,180.1,142.4,20.6,0,0,622.1,23.2,15.3,563,20.6
HARYANA DELHI & CHANDIGARH,1976,8.8,23.1,6.8,2.7,32.4,80.2,216.2,317.4,38,0.2,0.1,0.8,726.7,31.8,41.9,651.8,1.1
HARYANA DELHI & CHANDIGARH,1977,50.1,1.5,0.8,22.8,23.6,50.6,288.4,165.7,118.3,8.4,0.5,9.4,740.1,51.6,47.2,623.1,18.3
HARYANA DELHI & CHANDIGARH,1978,0.2,24.8,51.7,4.2,1.5,71.5,202.7,184.8,104.5,2.1,2.8,0.5,651.1,25,57.4,563.4,5.3
HARYANA DELHI & CHANDIGARH,1979,23.2,45.5,10.7,3.5,30,33.6,122.7,39.7,19.9,3.6,2.8,6.3,341.5,68.7,44.1,215.9,12.7
HARYANA DELHI & CHANDIGARH,1980,5.8,2.3,22,0.4,8.9,45.5,236.5,102,50.2,13.4,4.9,21.4,513.2,8,31.2,434.3,39.7
HARYANA DELHI & CHANDIGARH,1981,25.7,13.3,34.6,0.5,18,63.3,196.7,63.7,34.7,0.1,42.1,0.6,493.4,39,53.2,358.4,42.9
HARYANA DELHI & CHANDIGARH,1982,21.4,20,70.7,33.1,57.3,29.9,99.2,150.4,5.4,3.2,2.4,13.6,506.6,41.4,161.1,284.9,19.2
HARYANA DELHI & CHANDIGARH,1983,38,5.3,6.4,82.5,35.3,29.5,218.3,240.7,79.8,5.4,0,3.3,744.5,43.2,124.3,568.2,8.7
HARYANA DELHI & CHANDIGARH,1984,1.9,14.5,0.4,2.7,0.7,48.6,154.2,179.5,75.5,0.9,0,0.3,479.2,16.4,3.8,457.8,1.1
HARYANA DELHI & CHANDIGARH,1985,3.5,0.3,1.1,8.1,3.1,44.2,256.9,152.4,35.9,42.6,0,24.3,572.4,3.8,12.3,489.4,66.9
HARYANA DELHI & CHANDIGARH,1986,7.2,31,12.7,3.3,36,85.1,92.5,108.9,52.9,11.2,0.7,9.5,450.9,38.2,52.1,339.3,21.4
HARYANA DELHI & CHANDIGARH,1987,21.3,27.8,12.4,6.4,62.5,27.7,26.4,106.6,18,3.2,0,6.3,318.6,49.1,81.3,178.7,9.5
HARYANA DELHI & CHANDIGARH,1988,1.5,13.2,34.5,3.6,3.4,82.4,288.5,222.5,183.4,0,0.1,12,845,14.7,41.5,776.7,12.1
HARYANA DELHI & CHANDIGARH,1989,40.1,0.4,11.7,0.6,2.3,31.6,90.8,152.5,68.7,0.2,5.2,12.4,416.5,40.5,14.6,343.6,17.8
HARYANA DELHI & CHANDIGARH,1990,0,79.5,4.9,2.2,21.9,25.3,201.2,137.7,194.5,2.7,14.1,19.2,703.1,79.5,28.9,558.7,36
HARYANA DELHI & CHANDIGARH,1991,0.1,19.7,2.9,13.2,6,50.4,55.3,187.9,36.9,1.4,3.8,16.2,393.9,19.7,22.2,330.5,21.4
HARYANA DELHI & CHANDIGARH,1992,20.3,16.4,0.5,1.2,7.8,17.2,124.5,171.6,59,3.8,7.2,0,429.7,36.7,9.6,372.3,11.1
HARYANA DELHI & CHANDIGARH,1993,4.5,16.1,11.3,5.4,8.8,42,274.6,35.6,125.4,0,0,0,523.8,20.7,25.5,477.6,0
HARYANA DELHI & CHANDIGARH,1994,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0,0.1,0.2,564.4,31.4,16.7,515.9,0.3
HARYANA DELHI & CHANDIGARH,1995,38.8,21.7,9.8,4.9,0.6,47.2,115,405.3,175.3,0.2,0.1,0.3,819.1,60.5,15.3,742.7,0.7
HARYANA DELHI & CHANDIGARH,1996,16,30.5,11.6,0.6,5.1,109.4,85.8,249.2,116.3,19.9,0,0.3,644.6,46.5,17.3,560.7,20.2
HARYANA DELHI & CHANDIGARH,1997,6.6,2.2,14.6,35.3,38,60.2,133.6,226.8,36.9,53.7,13.4,47.3,668.6,8.8,87.9,457.5,114.4
HARYANA DELHI & CHANDIGARH,1998,0.4,24.6,25.4,9.1,6.1,68.4,154.8,161.6,150.9,78.2,5.8,0,685.3,25,40.6,535.6,84
HARYANA DELHI & CHANDIGARH,1999,31.7,0.7,1.4,0,20.1,42.2,109.8,78.7,54.7,4.8,0,0.4,344.4,32.4,21.5,285.4,5.1
HARYANA DELHI & CHANDIGARH,2000,17.1,29.1,1.4,1.3,22.8,58.9,146.8,87.9,17.5,0,0.4,1.2,384.4,46.2,25.6,311.1,1.6
HARYANA DELHI & CHANDIGARH,2001,17.8,5.2,7.2,19.8,47.8,117.2,145.2,103.5,10.3,11.1,0.1,0.2,485.5,23,74.8,376.3,11.4
HARYANA DELHI & CHANDIGARH,2002,11.6,31.1,9,1.1,52,21.2,19.4,78.2,123,1.9,0,8.8,357.2,42.7,62.1,241.8,10.7
HARYANA DELHI & CHANDIGARH,2003,14.7,29.9,4,1.8,7.5,26.6,277.6,165.3,58.9,0,0.1,11,597.6,44.6,13.3,528.5,11.2
HARYANA DELHI & CHANDIGARH,2004,25.4,0.3,0,18.1,40.7,52.5,19.9,252.9,22.1,54.1,0,1.2,487.3,25.7,58.8,347.5,55.3
HARYANA DELHI & CHANDIGARH,2005,13.9,35.7,29.9,2.7,7.6,53.9,175.6,52.6,146.7,0,0.8,0,519.5,49.6,40.3,428.8,0.8
HARYANA DELHI & CHANDIGARH,2006,2.3,0.1,30.4,0.6,24.8,45.4,135.2,32.1,49.9,3.8,1.2,5.2,330.9,2.4,55.7,262.6,10.2
HARYANA DELHI & CHANDIGARH,2007,0.5,76,40.1,2,12.4,88.7,82,87.9,55.2,0.1,0.3,1.4,446.6,76.5,54.6,313.7,1.7
HARYANA DELHI & CHANDIGARH,2008,2.4,0.4,0.6,13.4,72.9,193.5,124.3,174.2,114.5,8.4,5.5,0.2,710.4,2.8,86.9,606.6,14.1
HARYANA DELHI & CHANDIGARH,2009,4.1,5.9,5.7,11.7,17.7,15.2,106.4,63.8,160.8,2.5,1.1,0.4,395.4,10,35.2,346.3,4
HARYANA DELHI & CHANDIGARH,2010,4.8,10.2,0.5,0.8,5.9,29.1,189.3,198.5,183.9,1.1,3.5,12.8,640.5,15,7.2,600.8,17.5
HARYANA DELHI & CHANDIGARH,2011,0.7,26.7,6.9,8.9,28.7,94.4,85,127.3,133.1,0,0,0.4,512,27.5,44.4,439.8,0.4
HARYANA DELHI & CHANDIGARH,2012,8.2,0.2,0.1,11.8,3.8,5.3,68.1,196.6,90.7,2.4,0.6,3.5,391.4,8.4,15.8,360.7,6.5
HARYANA DELHI & CHANDIGARH,2013,21.1,52.2,5.3,3.3,1.4,62.1,96.5,161.9,42.8,10.9,1.7,2.1,461.2,73.2,10,363.3,14.7
HARYANA DELHI & CHANDIGARH,2014,13,17.3,26.8,7.5,20.3,25.9,72.3,34.8,67.3,10.5,0.2,9.6,305.5,30.3,54.6,200.2,20.3
HARYANA DELHI & CHANDIGARH,2015,12.4,6.6,71.8,34.8,8.4,43.7,130.3,89.2,32.1,3.7,2.3,0.2,435.3,18.9,114.9,295.2,6.2
PUNJAB,1951,23.9,4.3,53.5,10.4,21.5,5.1,207.8,122.2,12.5,1.9,34.5,1.9,499.5,28.2,85.3,347.6,38.3
PUNJAB,1952,19.7,20.4,34,0.7,6.4,59.8,137,282.3,1.7,0.1,0.1,3.8,565.9,40.1,41.1,480.8,4
PUNJAB,1953,47.1,1.5,0,8.2,2.2,54.3,262.7,153.3,72.1,0.5,0.4,9.3,611.5,48.6,10.4,542.3,10.2
PUNJAB,1954,30.8,92.2,9.5,0.1,2.4,27.6,181.8,45.7,226.5,16.6,0,0,633.2,123,11.9,481.6,16.6
PUNJAB,1955,33,3.6,24.9,20.5,18.6,38,148.7,169.7,144.2,370.3,0,2.6,973.9,36.5,64,500.6,372.8
PUNJAB,1956,21.6,6.8,45.3,5.1,0.7,53.5,236.5,208.7,26.7,140.1,0.2,5.3,750.4,28.4,51.2,525.3,145.6
PUNJAB,1957,105,4,26.6,10.6,10.8,19.5,197.5,167.4,106.1,17.2,10.3,35.5,710.5,109.1,47.9,490.5,63.1
PUNJAB,1958,9.5,3.5,6.9,4.4,0.4,28,186.2,128.4,372.3,43.4,0,45,828,13,11.7,714.8,88.5
PUNJAB,1959,43.3,21.4,10,4.8,20.3,21.5,188,210.1,133.9,24,21.9,0.5,699.8,64.7,35.2,553.5,46.4
PUNJAB,1960,14.2,0.1,33.3,4.7,4,44.1,243.1,234.1,8.6,0.5,0,20.3,606.9,14.3,42,529.9,20.8
PUNJAB,1961,51.7,39.5,3,14.2,4.6,43,216.1,199.3,87,22.8,2.8,6.1,690.1,91.2,21.8,545.4,31.7
PUNJAB,1962,39.6,14.2,43.2,4.2,4.7,26,167.5,126.8,321.2,0.5,14.8,6.7,769.3,53.8,52.1,641.5,22
PUNJAB,1963,0.4,14.5,34.3,3,12.7,31.3,116.7,199.4,42.6,0.6,7,13.6,476.2,14.9,50,390,21.3
PUNJAB,1964,11,5.7,3.9,5.2,19.2,10.2,359.3,189.8,95,0,0,9.6,708.8,16.7,28.2,654.3,9.6
PUNJAB,1965,13.1,23.9,15.3,21.3,34.3,1.6,192.6,91.6,14.2,10.4,4.5,0.5,423.2,37,70.9,300,15.3
PUNJAB,1966,0.2,38.9,18.5,3.6,37.6,85.1,109.8,200,132.6,9.5,0,2.3,638.2,39.1,59.6,527.5,11.9
PUNJAB,1967,0.2,13.1,84.8,1.8,1.1,14.7,211.6,197.8,61.5,14.2,1.9,77.6,680.4,13.3,87.8,485.6,93.6
PUNJAB,1968,24.7,30.5,32.7,2.1,1.6,42.6,239.4,142.1,0.5,11.7,0.5,7.8,536.2,55.2,36.4,424.6,20
PUNJAB,1969,14.2,21.7,24.4,12,17.2,10.8,145.9,122.9,120.9,1.1,3.7,0,494.8,35.9,53.6,400.5,4.9
PUNJAB,1970,40.1,20.6,7.3,0.3,12.8,119.8,75.4,260.7,109.4,4.2,0,0,650.6,60.7,20.3,565.3,4.2
PUNJAB,1971,5.2,42,3.3,11.8,42.6,99,251.4,255.9,27.2,1.6,8.1,0,748,47.2,57.6,633.5,9.6
PUNJAB,1972,9.1,31.9,10.8,6.5,0.1,23.8,192.9,132.3,26.1,7.9,19.6,10.1,470.9,40.9,17.4,375.1,37.5
PUNJAB,1973,26,32.4,8.2,1.8,41.2,111.4,170.5,256.3,43.3,19.6,0,32.4,743.1,58.4,51.2,581.5,51.9
PUNJAB,1974,3.2,2,3.1,1.3,6.9,71,136.7,101.3,14.4,0.6,0,15.8,356.2,5.1,11.3,323.4,16.3
PUNJAB,1975,21.1,20.4,20,1.3,3.3,60,230.6,195.1,148.8,5.2,0,0,705.9,41.4,24.7,634.5,5.3
PUNJAB,1976,29.2,53.7,22.7,9.4,12.5,63.1,195.3,318.7,85.1,4.4,0,0.5,794.7,82.8,44.6,662.2,5
PUNJAB,1977,37.7,0.5,1,37.1,41.9,62.3,208.1,175.9,120.1,6.6,0.4,21.1,712.6,38.2,80,566.4,28
PUNJAB,1978,4.1,30,65.1,2.8,1.9,99.2,229.4,231.6,45.7,2.3,8.1,0.5,720.6,34.2,69.7,605.8,10.9
PUNJAB,1979,25.9,71.9,45.7,6.8,22.2,37.3,147.5,46.6,45.1,2,7.8,5.1,464,97.8,74.8,276.5,14.9
PUNJAB,1980,19.4,12.4,24.3,3.7,1.4,53.5,316.7,122.2,39.1,11.6,16.2,41.2,661.7,31.7,29.3,531.6,69.1
PUNJAB,1981,48.1,20.6,53.8,2.2,9.6,21.7,215.5,58.3,23,0.3,50.7,0,503.7,68.7,65.5,318.5,51
PUNJAB,1982,35.8,27.7,87.5,49.9,57.2,17,83.5,172.7,3.7,4,9.8,22.6,571.3,63.5,194.6,276.9,36.3
PUNJAB,1983,65.3,26.7,27.4,113.2,48.2,26.6,151.9,208.1,69.7,12.2,0,1.7,751.1,92,188.8,456.3,13.9
PUNJAB,1984,2.4,67.2,13.9,9.3,1.3,50.2,220.2,214.5,125.7,0.2,0.6,4.9,710.5,69.6,24.5,610.7,5.7
PUNJAB,1985,4.8,0.9,3.6,21.2,6.2,55.7,269.5,243.3,51.9,50.2,0.6,45.1,752.9,5.7,31,620.4,95.8
PUNJAB,1986,0.7,42.1,24.6,18.9,32.3,92.2,156.4,153,55.1,16,9.5,11.2,611.9,42.8,75.7,456.7,36.7
PUNJAB,1987,23.1,30.8,23.3,14.9,98.3,44.7,44.1,82.2,10.5,34.1,0.2,3.3,409.6,54,136.4,181.5,37.6
PUNJAB,1988,5,22.5,86.4,3.3,3.6,42.7,356.1,234.3,434.1,0.4,0.7,33.5,1222.6,27.5,93.3,1067.2,34.6
